"12f1 -- 3. Asukkaiden käytettävissä olevat rahatulot, 2010-2022"

"00430  Maununneva - Kuninkaantammi (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";840
"00430  Maununneva - Kuninkaantammi (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";3118
"00430  Maununneva - Kuninkaantammi (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";2096
"00430  Maununneva - Kuninkaantammi (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";204645633
"00440  Lassila (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";4019
"00440  Lassila (Helsinki)";"Asukkaiden keskitulot (HR)";27238
"00440  Lassila (Helsinki)";"Asukkaiden mediaanitulot (HR)";25009
"00440  Lassila (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";762
"00440  Lassila (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";2378
"00440  Lassila (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";879
"00440  Lassila (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";109468993
"00500  Sörnäinen - Harju (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";11032
"00500  Sörnäinen - Harju (Helsinki)";"Asukkaiden keskitulot (HR)";27752
"00500  Sörnäinen - Harju (Helsinki)";"Asukkaiden mediaanitulot (HR)";24784
"00500  Sörnäinen - Harju (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";2157
"00500  Sörnäinen - Harju (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";6448
"00500  Sörnäinen - Harju (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";2427
"00500  Sörnäinen - Harju (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";306159557
"00510  Alppila - Vallila (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";8718
"00510  Alppila - Vallila (Helsinki)";"Asukkaiden keskitulot (HR)";29781
"00510  Alppila - Vallila (Helsinki)";"Asukkaiden mediaanitulot (HR)";26761
"00510  Alppila - Vallila (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";1465
"00510  Alppila - Vallila (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";4958
"00510  Alppila - Vallila (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";2295
"00510  Alppila - Vallila (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";259632906
"00520  Itä- ja Keski-Pasila (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";7348
"00520  Itä- ja Keski-Pasila (Helsinki)";"Asukkaiden keskitulot (HR)";30662
"00520  Itä- ja Keski-Pasila (Helsinki)";"Asukkaiden mediaanitulot (HR)";27536
"00520  Itä- ja Keski-Pasila (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";1318
"00520  Itä- ja Keski-Pasila (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";3857
"00520  Itä- ja Keski-Pasila (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";2173
"00520  Itä- ja Keski-Pasila (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";225305824
"00530  Kallio (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";16651
"00530  Kallio (Helsinki)";"Asukkaiden keskitulot (HR)";30653
"00530  Kallio (Helsinki)";"Asukkaiden mediaanitulot (HR)";25920
"00530  Kallio (Helsinki)";"Alimpaan tuloluokkaan kuuluvat asukkaat (HR)";3091
"00530  Kallio (Helsinki)";"Keskimmäiseen tuloluokkaan kuuluvat asukkaat (HR)";9405
"00530  Kallio (Helsinki)";"Ylimpään tuloluokkaan kuuluvat asukkaat (HR)";4155
"00530  Kallio (Helsinki)";"Asukkaiden ostovoimakertymä (HR)";510405519
"00540  Kalasatama - Sompasaari (Helsinki)";"18 vuotta täyttäneet yhteensä (HR)";4463
"00540  Kalasatama - Sompasaari (Helsinki)";"Asukkaiden keskitulot (HR)";40543
